emoji,unicode,aliases_all
🇦🇿,🇦🇿,bendera_azerbaijan
🇧🇦,🇧🇦,bendera_bosnia_dan_herzegovina
🇧🇧,🇧🇧,bendera_barbados
🇧🇩,🇧🇩,bendera_bangladesh
🇧🇪,🇧🇪,bendera_belgia
🇧🇫,🇧🇫,bendera_burkina_faso
🇧🇬,🇧🇬,bendera_bulgaria
🇧🇭,🇧🇭,bendera_bahrain
🇧🇮,🇧🇮,bendera_burundi
🇧🇯,🇧🇯,bendera_benin
🇧🇱,🇧🇱,"bendera, saint, barthelemy, barthelemy"
🇧🇲,🇧🇲,bendera_bermuda
🇧🇳,🇧🇳,bendera_brunei
🇧🇴,🇧🇴,bendera_bolivia
🇧🇶,🇧🇶,bendera_belanda_karibia
🇧🇷,🇧🇷,bendera_brasil
🇧🇸,🇧🇸,bendera_bahama
🇧🇹,🇧🇹,bendera_bhutan
🇧🇻,🇧🇻,bendera_pulau_bouvet
🇧🇼,🇧🇼,bendera_botswana
🇧🇾,🇧🇾,bendera_belarus
🇧🇿,🇧🇿,bendera_belize
🇨🇦,🇨🇦,bendera_kanada
🇨🇨,🇨🇨,"bendera, kepulauan, cocos, keeling"
🇨🇩,🇨🇩,bendera_kongo_-_kinshasa
🇨🇫,🇨🇫,bendera_republik_afrika_tengah
🇨🇬,🇨🇬,bendera_kongo_-_brazzaville
🇨🇭,🇨🇭,bendera_swiss
🇨🇮,🇨🇮,"bendera, cote, divoire, cote"
🇨🇰,🇨🇰,bendera_kepulauan_cook
🇨🇱,🇨🇱,bendera_cile
🇨🇲,🇨🇲,bendera_kamerun
🇨🇳,🇨🇳,bendera_tiongkok
🇨🇴,🇨🇴,bendera_kolombia
🇨🇵,🇨🇵,bendera_pulau_clipperton
🇨🇷,🇨🇷,bendera_kosta_rika
🇨🇺,🇨🇺,bendera_kuba
🇨🇻,🇨🇻,bendera_tanjung_verde
🇨🇼,🇨🇼,"bendera, curacao, curacao"
🇨🇽,🇨🇽,bendera_pulau_natal
🇨🇾,🇨🇾,bendera_siprus
🇨🇿,🇨🇿,bendera_ceko
🇩🇪,🇩🇪,bendera_jerman
🇩🇬,🇩🇬,bendera_diego_garcia
🇩🇯,🇩🇯,bendera_jibuti
🇩🇰,🇩🇰,bendera_denmark
🇩🇲,🇩🇲,bendera_dominika
🇩🇴,🇩🇴,bendera_republik_dominika
🇩🇿,🇩🇿,bendera_aljazair
🇪🇦,🇪🇦,bendera_ceuta_dan_melilla
🇪🇨,🇪🇨,bendera_ekuador
🇪🇪,🇪🇪,bendera_estonia
🇪🇬,🇪🇬,bendera_mesir
🇪🇭,🇪🇭,bendera_sahara_barat
🇪🇷,🇪🇷,bendera_eritrea
🇪🇸,🇪🇸,bendera_spanyol
🇪🇹,🇪🇹,bendera_etiopia
🇪🇺,🇪🇺,bendera_uni_eropa
🇫🇮,🇫🇮,bendera_finlandia
🇫🇯,🇫🇯,bendera_fiji
🇫🇰,🇫🇰,bendera_kepulauan_falkland
🇫🇲,🇫🇲,bendera_mikronesia
🇫🇴,🇫🇴,bendera_kepulauan_faroe
🇫🇷,🇫🇷,bendera_prancis
🇬🇦,🇬🇦,bendera_gabon
🇬🇧,🇬🇧,bendera_inggris_raya
🇬🇩,🇬🇩,bendera_grenada
🇬🇪,🇬🇪,bendera_georgia
🇬🇫,🇬🇫,bendera_guyana_prancis
🇬🇬,🇬🇬,bendera_guernsey
🇬🇭,🇬🇭,bendera_ghana
🇬🇮,🇬🇮,bendera_gibraltar
🇬🇱,🇬🇱,bendera_greenland
🇬🇲,🇬🇲,bendera_gambia
🇬🇳,🇬🇳,bendera_guinea
🇬🇵,🇬🇵,bendera_guadeloupe
🇬🇶,🇬🇶,bendera_guinea_ekuatorial
🇬🇷,🇬🇷,bendera_yunani
🇬🇸,🇬🇸,"bendera, georgia, selatan, &, kep., sandwich"
🇬🇹,🇬🇹,bendera_guatemala
🇬🇺,🇬🇺,bendera_guam
🇬🇼,🇬🇼,bendera_guinea-bissau
🇬🇾,🇬🇾,bendera_guyana
🇭🇰,🇭🇰,bendera_hong_kong_dak_tiongkok
🇭🇲,🇭🇲,bendera_pulau_heard_dan_kepulauan_mcdonald
🇭🇳,🇭🇳,bendera_honduras
🇭🇷,🇭🇷,bendera_kroasia
🇭🇹,🇭🇹,bendera_haiti
🇭🇺,🇭🇺,bendera_hungaria
🇮🇨,🇮🇨,bendera_kepulauan_canaria
🇮🇩,🇮🇩,bendera_indonesia
🇮🇪,🇮🇪,bendera_irlandia
🇮🇱,🇮🇱,bendera_israel
🇮🇲,🇮🇲,bendera_pulau_man
🇮🇳,🇮🇳,bendera_india
🇮🇴,🇮🇴,bendera_wilayah_inggris_di_samudra_hindia
🇮🇶,🇮🇶,bendera_irak
🇮🇷,🇮🇷,bendera_iran
🇮🇸,🇮🇸,bendera_islandia
🇮🇹,🇮🇹,bendera_italia
🇯🇪,🇯🇪,bendera_jersey
🇯🇲,🇯🇲,bendera_jamaika
🇯🇴,🇯🇴,bendera_yordania
🇯🇵,🇯🇵,bendera_jepang
🇰🇪,🇰🇪,bendera_kenya
🇰🇬,🇰🇬,bendera_kirgizstan
🇰🇭,🇰🇭,bendera_kamboja
🇰🇮,🇰🇮,bendera_kiribati
🇰🇲,🇰🇲,bendera_komoro
🇰🇳,🇰🇳,bendera_saint_kitts_dan_nevis
🇰🇵,🇰🇵,bendera_korea_utara
🇰🇷,🇰🇷,bendera_korea_selatan
🇰🇼,🇰🇼,bendera_kuwait
🇰🇾,🇰🇾,bendera_kepulauan_cayman
🇰🇿,🇰🇿,bendera_kazakhstan
🇱🇦,🇱🇦,bendera_laos
🇱🇧,🇱🇧,bendera_lebanon
🇱🇨,🇱🇨,bendera_saint_lucia
🇱🇮,🇱🇮,bendera_liechtenstein
🇱🇰,🇱🇰,bendera_sri_lanka
🇱🇷,🇱🇷,bendera_liberia
🇱🇸,🇱🇸,bendera_lesotho
🇱🇹,🇱🇹,bendera_lituania
🇱🇺,🇱🇺,bendera_luksemburg
🇱🇻,🇱🇻,bendera_latvia
🇱🇾,🇱🇾,bendera_libya
🇲🇦,🇲🇦,bendera_maroko
🇲🇨,🇲🇨,bendera_monako
🇲🇩,🇲🇩,bendera_moldova
🇲🇪,🇲🇪,bendera_montenegro
🇲🇫,🇲🇫,bendera_saint_martin
🇲🇬,🇲🇬,bendera_madagaskar
🇲🇭,🇲🇭,bendera_kepulauan_marshall
🇲🇰,🇲🇰,bendera_makedonia_utara
🇲🇱,🇲🇱,bendera_mali
🇲🇲,🇲🇲,"bendera, myanmar, burma"
🇲🇳,🇲🇳,bendera_mongolia
🇲🇴,🇲🇴,bendera_makau_dak_tiongkok
🇲🇵,🇲🇵,bendera_kepulauan_mariana_utara
🇲🇶,🇲🇶,bendera_martinik
🇲🇷,🇲🇷,bendera_mauritania
🇲🇸,🇲🇸,bendera_montserrat
🇲🇹,🇲🇹,bendera_malta
🇲🇺,🇲🇺,bendera_mauritius
🇲🇻,🇲🇻,bendera_maladewa
🇲🇼,🇲🇼,bendera_malawi
🇲🇽,🇲🇽,bendera_meksiko
🇲🇾,🇲🇾,bendera_malaysia
🇲🇿,🇲🇿,bendera_mozambik
🇳🇦,🇳🇦,bendera_namibia
🇳🇨,🇳🇨,bendera_kaledonia_baru
🇳🇪,🇳🇪,bendera_niger
🇳🇫,🇳🇫,bendera_kepulauan_norfolk
🇳🇬,🇳🇬,bendera_nigeria
🇳🇮,🇳🇮,bendera_nikaragua
🇳🇱,🇳🇱,bendera_belanda
🇳🇴,🇳🇴,bendera_norwegia
🇳🇵,🇳🇵,bendera_nepal
🇳🇷,🇳🇷,bendera_nauru
🇳🇺,🇳🇺,bendera_niue
🇳🇿,🇳🇿,bendera_selandia_baru
🇴🇲,🇴🇲,bendera_oman
🇵🇦,🇵🇦,bendera_panama
🇵🇪,🇵🇪,bendera_peru
🇵🇫,🇵🇫,bendera_polinesia_prancis
🇵🇬,🇵🇬,bendera_papua_nugini
🇵🇭,🇵🇭,bendera_filipina
🇵🇰,🇵🇰,bendera_pakistan
🇵🇱,🇵🇱,bendera_polandia
🇵🇲,🇵🇲,bendera_saint_pierre_dan_miquelon
🇵🇳,🇵🇳,bendera_kepulauan_pitcairn
🇵🇷,🇵🇷,bendera_puerto_riko
🇵🇸,🇵🇸,bendera_wilayah_palestina
🇵🇹,🇵🇹,bendera_portugal
🇵🇼,🇵🇼,bendera_palau
🇵🇾,🇵🇾,bendera_paraguay
🇶🇦,🇶🇦,bendera_qatar
🇷🇪,🇷🇪,"bendera, reunion, reunion"
🇷🇴,🇷🇴,bendera_rumania
🇷🇸,🇷🇸,bendera_serbia
🇷🇺,🇷🇺,bendera_rusia
🇷🇼,🇷🇼,bendera_rwanda
🇸🇦,🇸🇦,bendera_arab_saudi
🇸🇧,🇸🇧,bendera_kepulauan_solomon
🇸🇨,🇸🇨,bendera_seychelles
🇸🇩,🇸🇩,bendera_sudan
🇸🇪,🇸🇪,bendera_swedia
🇸🇬,🇸🇬,bendera_singapura
🇸🇭,🇸🇭,bendera_saint_helena
🇸🇮,🇸🇮,bendera_slovenia
🇸🇯,🇸🇯,bendera_kepulauan_svalbard_dan_jan_mayen
🇸🇰,🇸🇰,bendera_slovakia
🇸🇱,🇸🇱,bendera_sierra_leone
🇸🇲,🇸🇲,bendera_san_marino
🇸🇳,🇸🇳,bendera_senegal
🇸🇴,🇸🇴,bendera_somalia
🇸🇷,🇸🇷,bendera_suriname
🇸🇸,🇸🇸,bendera_sudan_selatan
🇸🇹,🇸🇹,bendera_sao_tome_dan_principe
🇸🇻,🇸🇻,bendera_el_salvador
🇸🇽,🇸🇽,bendera_sint_maarten
🇸🇾,🇸🇾,bendera_suriah
🇸🇿,🇸🇿,bendera_eswatini
🇹🇦,🇹🇦,bendera_tristan_da_cunha
🇹🇨,🇹🇨,bendera_kepulauan_turks_dan_caicos
🇹🇩,🇹🇩,bendera_chad
🇹🇫,🇹🇫,bendera_wilayah_selatan_prancis
🇹🇬,🇹🇬,bendera_togo
🇹🇭,🇹🇭,bendera_thailand
🇹🇯,🇹🇯,bendera_tajikistan
🇹🇰,🇹🇰,bendera_tokelau
🇹🇱,🇹🇱,bendera_timor_leste
🇹🇲,🇹🇲,bendera_turkmenistan
🇹🇳,🇹🇳,bendera_tunisia
🇹🇴,🇹🇴,bendera_tonga
🇹🇷,🇹🇷,bendera_turki
🇹🇹,🇹🇹,bendera_trinidad_dan_tobago
🇹🇻,🇹🇻,bendera_tuvalu
🇹🇼,🇹🇼,bendera_taiwan
🇹🇿,🇹🇿,bendera_tanzania
🇺🇦,🇺🇦,bendera_ukraina
🇺🇬,🇺🇬,bendera_uganda
🇺🇲,🇺🇲,bendera_kepulauan_terluar_as
🇺🇳,🇺🇳,bendera_perserikatan_bangsa-bangsa
🇺🇸,🇺🇸,bendera_amerika_serikat
🇺🇾,🇺🇾,bendera_uruguay
🇺🇿,🇺🇿,bendera_uzbekistan
🇻🇦,🇻🇦,bendera_vatikan
🇻🇨,🇻🇨,bendera_saint_vincent_dan_grenadine
🇻🇪,🇻🇪,bendera_venezuela
🇻🇬,🇻🇬,bendera_kepulauan_virgin_britania_raya
🇻🇮,🇻🇮,bendera_kepulauan_virgin_amerika_serikat
🇻🇳,🇻🇳,bendera_vietnam
🇻🇺,🇻🇺,bendera_vanuatu
🇼🇫,🇼🇫,bendera_kepulauan_wallis_dan_futuna
🇼🇸,🇼🇸,bendera_samoa
🇽🇰,🇽🇰,bendera_kosovo
🇾🇪,🇾🇪,bendera_yaman
🇾🇹,🇾🇹,bendera_mayotte
🇿🇦,🇿🇦,bendera_afrika_selatan
🇿🇲,🇿🇲,bendera_zambia
🇿🇼,🇿🇼,bendera_zimbabwe
🏴󠁧󠁢󠁥󠁮󠁧󠁿,🏴󠁧󠁢󠁥󠁮󠁧󠁿,bendera_inggris
🏴󠁧󠁢󠁳󠁣󠁴󠁿,🏴󠁧󠁢󠁳󠁣󠁴󠁿,bendera_skotlandia
🏴󠁧󠁢󠁷󠁬󠁳󠁿,🏴󠁧󠁢󠁷󠁬󠁳󠁿,bendera_wales
👋🏻,👋🏻,"tangan, melambai, warna, kulit, cerah, badan, lambai, tubuh"
👋🏼,👋🏼,"tangan, melambai, warna, kulit, cerah-sedang, badan, lambai, tubuh"
👋🏽,👋🏽,"tangan, melambai, warna, kulit, sedang, badan, lambai, tubuh"
👋🏾,👋🏾,"tangan, melambai, warna, kulit, gelap-sedang, badan, lambai, tubuh"
👋🏿,👋🏿,"tangan, melambai, warna, kulit, gelap, badan, lambai, tubuh"
🤚🏻,🤚🏻,"angkat, tangan, warna, kulit, cerah, berhenti, jangan, stop"
🤚🏼,🤚🏼,"angkat, tangan, warna, kulit, cerah-sedang, berhenti, jangan, stop"
🤚🏽,🤚🏽,"angkat, tangan, warna, kulit, sedang, berhenti, jangan, stop"
🤚🏾,🤚🏾,"angkat, tangan, warna, kulit, gelap-sedang, berhenti, jangan, stop"
🤚🏿,🤚🏿,"angkat, tangan, warna, kulit, gelap, berhenti, jangan, stop"
🖐🏻,🖐🏻,"telapak, tangan, terbuka, warna, kulit, cerah, badan, jari, tos, tubuh"
🖐🏼,🖐🏼,"telapak, tangan, terbuka, warna, kulit, cerah-sedang, badan, jari, tos, tubuh"
🖐🏽,🖐🏽,"telapak, tangan, terbuka, warna, kulit, sedang, badan, jari, tos, tubuh"
🖐🏾,🖐🏾,"telapak, tangan, terbuka, warna, kulit, gelap-sedang, badan, jari, tos, tubuh"
🖐🏿,🖐🏿,"telapak, tangan, terbuka, warna, kulit, gelap, badan, jari, tos, tubuh"
✋🏻,✋🏻,"telapak, tangan, terbuka, dengan, jari, rapat, warna, kulit, cerah, badan, tubuh"
✋🏼,✋🏼,"telapak, tangan, terbuka, dengan, jari, rapat, warna, kulit, cerah-sedang, badan, tubuh"
✋🏽,✋🏽,"telapak, tangan, terbuka, dengan, jari, rapat, warna, kulit, sedang, badan, tubuh"
✋🏾,✋🏾,"telapak, tangan, terbuka, dengan, jari, rapat, warna, kulit, gelap-sedang, badan, tubuh"
✋🏿,✋🏿,"telapak, tangan, terbuka, dengan, jari, rapat, warna, kulit, gelap, badan, tubuh"
🖖🏻,🖖🏻,"salam, vulcan, warna, kulit, cerah, badan, jari, spock, tangan, tubuh"
🖖🏼,🖖🏼,"salam, vulcan, warna, kulit, cerah-sedang, badan, jari, spock, tangan, tubuh"
🖖🏽,🖖🏽,"salam, vulcan, warna, kulit, sedang, badan, jari, spock, tangan, tubuh"
🖖🏾,🖖🏾,"salam, vulcan, warna, kulit, gelap-sedang, badan, jari, spock, tangan, tubuh"
🖖🏿,🖖🏿,"salam, vulcan, warna, kulit, gelap, badan, jari, spock, tangan, tubuh"
👌🏻,👌🏻,"oke, warna, kulit, cerah, badan, tangan, tubuh"
👌🏼,👌🏼,"oke, warna, kulit, cerah-sedang, badan, tangan, tubuh"
👌🏽,👌🏽,"oke, warna, kulit, sedang, badan, tangan, tubuh"
👌🏾,👌🏾,"oke, warna, kulit, gelap-sedang, badan, tangan, tubuh"
👌🏿,👌🏿,"oke, warna, kulit, gelap, badan, tangan, tubuh"
🤌🏻,🤌🏻,"jari, terkuncup, warna, kulit, cerah, interogasi, isyarat, tangan, sarkastik"
🤌🏼,🤌🏼,"jari, terkuncup, warna, kulit, cerah-sedang, interogasi, isyarat, tangan, sarkastik"
🤌🏽,🤌🏽,"jari, terkuncup, warna, kulit, sedang, interogasi, isyarat, tangan, sarkastik"
🤌🏾,🤌🏾,"jari, terkuncup, warna, kulit, gelap-sedang, interogasi, isyarat, tangan, sarkastik"
🤌🏿,🤌🏿,"jari, terkuncup, warna, kulit, gelap, interogasi, isyarat, tangan, sarkastik"
🤏🏻,🤏🏻,"tangan, menjepit, warna, kulit, cerah, sejumlah, kecil"
🤏🏼,🤏🏼,"tangan, menjepit, warna, kulit, cerah-sedang, sejumlah, kecil"
🤏🏽,🤏🏽,"tangan, menjepit, warna, kulit, sedang, sejumlah, kecil"
🤏🏾,🤏🏾,"tangan, menjepit, warna, kulit, gelap-sedang, sejumlah, kecil"
🤏🏿,🤏🏿,"tangan, menjepit, warna, kulit, gelap, sejumlah, kecil"
✌🏻,✌🏻,"isyarat, kemenangan, warna, kulit, cerah, badan, jari, menang, tangan, tubuh"
✌🏼,✌🏼,"isyarat, kemenangan, warna, kulit, cerah-sedang, badan, jari, menang, tangan, tubuh"
✌🏽,✌🏽,"isyarat, kemenangan, warna, kulit, sedang, badan, jari, menang, tangan, tubuh"
✌🏾,✌🏾,"isyarat, kemenangan, warna, kulit, gelap-sedang, badan, jari, menang, tangan, tubuh"
✌🏿,✌🏿,"isyarat, kemenangan, warna, kulit, gelap, badan, jari, menang, tangan, tubuh"
🤞🏻,🤞🏻,"jari, menyilang, warna, kulit, cerah, beruntung, semoga, hoki, silang"
🤞🏼,🤞🏼,"jari, menyilang, warna, kulit, cerah-sedang, beruntung, semoga, hoki, silang"
🤞🏽,🤞🏽,"jari, menyilang, warna, kulit, sedang, beruntung, semoga, hoki, silang"
🤞🏾,🤞🏾,"jari, menyilang, warna, kulit, gelap-sedang, beruntung, semoga, hoki, silang"
🤞🏿,🤞🏿,"jari, menyilang, warna, kulit, gelap, beruntung, semoga, hoki, silang"
🤟🏻,🤟🏻,"gerakan, sayang, kamu, warna, kulit, cerah, ilu, ily, tangan"
🤟🏼,🤟🏼,"gerakan, sayang, kamu, warna, kulit, cerah-sedang, ilu, ily, tangan"
🤟🏽,🤟🏽,"gerakan, sayang, kamu, warna, kulit, sedang, ilu, ily, tangan"
🤟🏾,🤟🏾,"gerakan, sayang, kamu, warna, kulit, gelap-sedang, ilu, ily, tangan"
🤟🏿,🤟🏿,"gerakan, sayang, kamu, warna, kulit, gelap, ilu, ily, tangan"
🤘🏻,🤘🏻,"lambang, tanduk, warna, kulit, cerah, badan, jari, tangan, tubuh"
🤘🏼,🤘🏼,"lambang, tanduk, warna, kulit, cerah-sedang, badan, jari, tangan, tubuh"
🤘🏽,🤘🏽,"lambang, tanduk, warna, kulit, sedang, badan, jari, tangan, tubuh"
🤘🏾,🤘🏾,"lambang, tanduk, warna, kulit, gelap-sedang, badan, jari, tangan, tubuh"
🤘🏿,🤘🏿,"lambang, tanduk, warna, kulit, gelap, badan, jari, tangan, tubuh"
🤙🏻,🤙🏻,"panggil, saya, warna, kulit, cerah, telepon, aku"
🤙🏼,🤙🏼,"panggil, saya, warna, kulit, cerah-sedang, telepon, aku"
🤙🏽,🤙🏽,"panggil, saya, warna, kulit, sedang, telepon, aku"
🤙🏾,🤙🏾,"panggil, saya, warna, kulit, gelap-sedang, telepon, aku"
🤙🏿,🤙🏿,"panggil, saya, warna, kulit, gelap, telepon, aku"
👈🏻,👈🏻,"menunjuk, ke, arah, kiri, warna, kulit, cerah, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👈🏼,👈🏼,"menunjuk, ke, arah, kiri, warna, kulit, cerah-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👈🏽,👈🏽,"menunjuk, ke, arah, kiri, warna, kulit, sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👈🏾,👈🏾,"menunjuk, ke, arah, kiri, warna, kulit, gelap-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👈🏿,👈🏿,"menunjuk, ke, arah, kiri, warna, kulit, gelap, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👉🏻,👉🏻,"menunjuk, ke, arah, kanan, warna, kulit, cerah, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👉🏼,👉🏼,"menunjuk, ke, arah, kanan, warna, kulit, cerah-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👉🏽,👉🏽,"menunjuk, ke, arah, kanan, warna, kulit, sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👉🏾,👉🏾,"menunjuk, ke, arah, kanan, warna, kulit, gelap-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👉🏿,👉🏿,"menunjuk, ke, arah, kanan, warna, kulit, gelap, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👆🏻,👆🏻,"menunjuk, ke, atas, dibalik, warna, kulit, cerah, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👆🏼,👆🏼,"menunjuk, ke, atas, dibalik, warna, kulit, cerah-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👆🏽,👆🏽,"menunjuk, ke, atas, dibalik, warna, kulit, sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👆🏾,👆🏾,"menunjuk, ke, atas, dibalik, warna, kulit, gelap-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👆🏿,👆🏿,"menunjuk, ke, atas, dibalik, warna, kulit, gelap, badan, jari, tangan, telunjuk, tubuh, tunjuk"
🖕🏻,🖕🏻,"jari, tengah, warna, kulit, cerah, tangan"
🖕🏼,🖕🏼,"jari, tengah, warna, kulit, cerah-sedang, tangan"
🖕🏽,🖕🏽,"jari, tengah, warna, kulit, sedang, tangan"
🖕🏾,🖕🏾,"jari, tengah, warna, kulit, gelap-sedang, tangan"
🖕🏿,🖕🏿,"jari, tengah, warna, kulit, gelap, tangan"
👇🏻,👇🏻,"menunjuk, ke, bawah, warna, kulit, cerah, badan, jari, tangan, tengah, tubuh, tunjuk"
👇🏼,👇🏼,"menunjuk, ke, bawah, warna, kulit, cerah-sedang, badan, jari, tangan, tengah, tubuh, tunjuk"
👇🏽,👇🏽,"menunjuk, ke, bawah, warna, kulit, sedang, badan, jari, tangan, tengah, tubuh, tunjuk"
👇🏾,👇🏾,"menunjuk, ke, bawah, warna, kulit, gelap-sedang, badan, jari, tangan, tengah, tubuh, tunjuk"
👇🏿,👇🏿,"menunjuk, ke, bawah, warna, kulit, gelap, badan, jari, tangan, tengah, tubuh, tunjuk"
☝🏻,☝🏻,"menunjuk, ke, atas, warna, kulit, cerah, badan, jari, tangan, telunjuk, tubuh, tunjuk"
☝🏼,☝🏼,"menunjuk, ke, atas, warna, kulit, cerah-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
☝🏽,☝🏽,"menunjuk, ke, atas, warna, kulit, sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
☝🏾,☝🏾,"menunjuk, ke, atas, warna, kulit, gelap-sedang, badan, jari, tangan, telunjuk, tubuh, tunjuk"
☝🏿,☝🏿,"menunjuk, ke, atas, warna, kulit, gelap, badan, jari, tangan, telunjuk, tubuh, tunjuk"
👍🏻,👍🏻,"jempol, ke, atas, warna, kulit, cerah, +1, badan, tangan, tubuh"
👍🏼,👍🏼,"jempol, ke, atas, warna, kulit, cerah-sedang, +1, badan, tangan, tubuh"
👍🏽,👍🏽,"jempol, ke, atas, warna, kulit, sedang, +1, badan, tangan, tubuh"
👍🏾,👍🏾,"jempol, ke, atas, warna, kulit, gelap-sedang, +1, badan, tangan, tubuh"
👍🏿,👍🏿,"jempol, ke, atas, warna, kulit, gelap, +1, badan, tangan, tubuh"
👎🏻,👎🏻,"jempol, ke, bawah, warna, kulit, cerah, -1, badan, tangan, tubuh"
👎🏼,👎🏼,"jempol, ke, bawah, warna, kulit, cerah-sedang, -1, badan, tangan, tubuh"
👎🏽,👎🏽,"jempol, ke, bawah, warna, kulit, sedang, -1, badan, tangan, tubuh"
👎🏾,👎🏾,"jempol, ke, bawah, warna, kulit, gelap-sedang, -1, badan, tangan, tubuh"
👎🏿,👎🏿,"jempol, ke, bawah, warna, kulit, gelap, -1, badan, tangan, tubuh"
✊🏻,✊🏻,"tangan, terkepal, ke, atas, warna, kulit, cerah, badan, kepal, tinju, tubuh"
✊🏼,✊🏼,"tangan, terkepal, ke, atas, warna, kulit, cerah-sedang, badan, kepal, tinju, tubuh"
✊🏽,✊🏽,"tangan, terkepal, ke, atas, warna, kulit, sedang, badan, kepal, tinju, tubuh"
✊🏾,✊🏾,"tangan, terkepal, ke, atas, warna, kulit, gelap-sedang, badan, kepal, tinju, tubuh"
✊🏿,✊🏿,"tangan, terkepal, ke, atas, warna, kulit, gelap, badan, kepal, tinju, tubuh"
👊🏻,👊🏻,"tangan, terkepal, ke, depan, warna, kulit, cerah, badan, kepal, tinju, tonjok, tubuh"
👊🏼,👊🏼,"tangan, terkepal, ke, depan, warna, kulit, cerah-sedang, badan, kepal, tinju, tonjok, tubuh"
👊🏽,👊🏽,"tangan, terkepal, ke, depan, warna, kulit, sedang, badan, kepal, tinju, tonjok, tubuh"
👊🏾,👊🏾,"tangan, terkepal, ke, depan, warna, kulit, gelap-sedang, badan, kepal, tinju, tonjok, tubuh"
👊🏿,👊🏿,"tangan, terkepal, ke, depan, warna, kulit, gelap, badan, kepal, tinju, tonjok, tubuh"
🤛🏻,🤛🏻,"tinju, kiri, warna, kulit, cerah, kepalan, tangan, tonjok"
🤛🏼,🤛🏼,"tinju, kiri, warna, kulit, cerah-sedang, kepalan, tangan, tonjok"
🤛🏽,🤛🏽,"tinju, kiri, warna, kulit, sedang, kepalan, tangan, tonjok"
🤛🏾,🤛🏾,"tinju, kiri, warna, kulit, gelap-sedang, kepalan, tangan, tonjok"
🤛🏿,🤛🏿,"tinju, kiri, warna, kulit, gelap, kepalan, tangan, tonjok"
🤜🏻,🤜🏻,"tinju, kanan, warna, kulit, cerah, kepalan, tangan, tonjok"
🤜🏼,🤜🏼,"tinju, kanan, warna, kulit, cerah-sedang, kepalan, tangan, tonjok"
🤜🏽,🤜🏽,"tinju, kanan, warna, kulit, sedang, kepalan, tangan, tonjok"
🤜🏾,🤜🏾,"tinju, kanan, warna, kulit, gelap-sedang, kepalan, tangan, tonjok"
🤜🏿,🤜🏿,"tinju, kanan, warna, kulit, gelap, kepalan, tangan, tonjok"
👏🏻,👏🏻,"tepuk, tangan, warna, kulit, cerah, badan, tubuh"
👏🏼,👏🏼,"tepuk, tangan, warna, kulit, cerah-sedang, badan, tubuh"
👏🏽,👏🏽,"tepuk, tangan, warna, kulit, sedang, badan, tubuh"
👏🏾,👏🏾,"tepuk, tangan, warna, kulit, gelap-sedang, badan, tubuh"
👏🏿,👏🏿,"tepuk, tangan, warna, kulit, gelap, badan, tubuh"
🙌🏻,🙌🏻,"mengangkat, tangan, warna, kulit, cerah, angkat, gerakan, hore, perayaan"
🙌🏼,🙌🏼,"mengangkat, tangan, warna, kulit, cerah-sedang, angkat, gerakan, hore, perayaan"
